date,frequency,usd_rm_spot,usd_rm_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_rm_total,usd_sgd_spot,usd_sgd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_sgd_total,usd_jpy_spot,usd_jpy_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_jpy_total,gbp_usd_spot,gbp_usd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_gbp_usd_total,usd_spot,usd_swap,bank_of_interbank_transactions_in_the_foreign_exchange_market_usd_total,usd_spot_1,usd_swap_1,bank_of_interbank_transactions_in_the_foreign_exchange_market_rm_million_total
2015-01-01,Annual,1060423.8683924614,1871741.9996879515,2932165.8680804134,23376.409643714574,4193.185866834443,27569.595510549014,6436.431241865936,466.1741301568797,6902.605372022816,9889.953324267331,7571.592086660236,17461.54541092757,24344.641006524267,3557.8256601033772,27902.466666627646,38.69669345987924,0.0,38.69669345987924
2015-01-01,Monthly,115271.6476301705,126358.77484043887,241630.42247060937,1654.1461665068748,254.28770160224016,1908.4338681091149,721.6806208693304,1.0505638847185714,722.731184754049,1659.845400071173,542.3829608147333,2202.228360885906,2563.951076795723,955.2064678715634,3519.1575446672864,12.777061344039048,0.0,12.777061344039048
2015-02-01,Monthly,83448.18757374272,86548.95799080013,169997.14556454285,1379.4332760106736,309.34678781532654,1688.780063826,736.8556926521248,3.93994988083125,740.7956425329561,1066.2351747861342,362.63414094982903,1428.8693157359633,1222.7823875403635,475.28067439124993,1698.0630619316134,0.4202128125,0.0,0.4202128125
2015-03-01,Monthly,140124.79064830794,143335.9826874455,283460.7733357535,1062.7709333616672,618.7162374859432,1681.4871708476103,680.5352404186614,10.772706997612273,691.3079474162737,1500.967902529349,538.1047672437086,2039.0726697730574,1640.3020546932905,422.07544986976717,2062.3775045630578,0.0,0.0,0.0
2015-04-01,Monthly,146353.0675365065,135753.10894332035,282106.17647982686,1910.733786582934,300.1418320335638,2210.875618616498,206.4417003977175,38.01338313386932,244.45508353158684,680.9435250066884,1854.922622229855,2535.8661472365434,1604.624914308392,513.0034591054323,2117.628373413824,0.02893408443409091,0.0,0.02893408443409091
2015-05-01,Monthly,112874.4262776947,116238.14347864332,229112.56975633802,1060.39453759803,363.745772880885,1424.140310478915,261.73122642454507,9.019228056120001,270.7504544806651,765.5494923582628,1329.4843681026316,2095.033860460894,1922.8825911828271,106.99871741999999,2029.8813086028272,0.0,0.0,0.0
2015-06-01,Monthly,115582.83708830742,163111.57070611278,278694.4077944202,2215.508063841563,431.79249618621213,2647.300560027775,466.95077110473756,135.58144125447822,602.5322123592158,597.0322077715438,758.8320757116556,1355.8642834831994,1526.525986192925,131.87356813238898,1658.399554325314,0.0,0.0,0.0
2015-07-01,Monthly,82156.78847219927,181064.3536177021,263221.1420899014,2717.094012266932,189.1366969913147,2906.230709258247,234.3761753265882,82.36626007868352,316.74243540527175,537.7063049345319,641.6761559280733,1179.382460862605,1224.700417039061,107.80684557507747,1332.5072626141384,1.6384473270720454,0.0,1.6384473270720454
2015-08-01,Monthly,61957.55621059764,174118.23012097497,236075.78633157263,2191.075239793082,456.8940610834782,2647.9693008765603,371.8907660692737,37.36197221607,409.2527382853437,641.8644746959874,349.52615230000004,991.3906269959874,2234.165928771262,124.36014491568598,2358.5260736869477,17.06993264101455,0.0,17.06993264101455
2015-09-01,Monthly,60331.80632849004,221888.07209686484,282219.8784253549,2201.507372991647,326.0505361569594,2527.5579091486065,633.525201447127,1.7235100000000008,635.248711447127,573.9793485942345,281.88313481096253,855.862483405197,2462.691333133276,152.04579871067506,2614.7371318439514,0.11057910896750003,0.0,0.11057910896750003
2015-10-01,Monthly,59234.37212506944,178777.25989119028,238011.6320162597,2615.4229888970162,310.1538070169216,2925.576795913938,576.0313314714942,122.86158276169502,698.8929142331892,478.43815954914567,577.0981693443426,1055.5363288934882,2054.950178958577,226.36331583481572,2281.3134947933927,0.0,0.0,0.0
2015-11-01,Monthly,40888.59779198707,173487.1372305004,214375.73502248747,2322.046988582223,346.92870491003987,2668.975693492263,625.8654758068841,7.067391853280227,632.9328676601643,345.2401191837733,196.084765168688,541.3248843524613,2612.0768658685556,77.34085563251861,2689.417721501074,3.227971856137727,0.0,3.227971856137727
2015-12-01,Monthly,42199.7907093882,171060.40808395777,213260.19879334592,2046.2762772819292,285.9912326715577,2332.2675099534868,920.5470398774513,16.41614003952128,936.9631799169726,1042.15121478651,138.96277405575682,1181.113988842267,3274.987272040011,265.4703626442024,3540.457634684213,3.4235542857142853,0.0,3.4235542857142853
2016-01-01,Annual,571548.178106788,2025272.861994747,2596821.040101535,26750.43470176796,20340.305010337404,47090.739712105365,12869.006240552742,3494.151990943288,16363.15823149603,10060.056629809864,2573.5906156369388,12633.647245446802,22778.886769416215,1559.604970218953,24338.491739635167,61.04427352935108,5.619797099794294,66.66407062914537
2016-01-01,Monthly,61999.218740564764,180782.63993798138,242781.85867854615,2570.811239831981,527.3216798102947,3098.1329196422757,890.7363429510715,24.681337737755786,915.4176806888273,812.5400239722696,277.2093389983379,1089.7493629706075,2002.3092268447597,52.00291653149583,2054.3121433762553,1.0863684210526314,0.0,1.0863684210526314
2016-02-01,Monthly,48577.65859492122,132120.8380433569,180698.49663827813,1716.0305784104498,622.10928514488,2338.1398635553296,1117.5465374804799,468.08488334040993,1585.6314208208898,764.9394712589832,74.73975250000001,839.6792237589832,2258.968859866288,69.66437916666666,2328.6332390329544,0.20969190765,0.0,0.20969190765
2016-03-01,Monthly,61250.26816684042,149270.98682095925,210521.25498779968,2769.7410900003424,374.4029433726895,3144.144033373032,1400.2300861348845,659.5801582895366,2059.810244424421,1188.4100951087714,90.18744855273346,1278.597543661505,1621.4485231156884,98.73636464703803,1720.1848877627265,6.5966874118554335,0.0,6.5966874118554335
2016-04-01,Monthly,53133.194612062754,139758.7623308233,192891.95694288606,2435.008730489351,3193.1357546975623,5628.144485186913,925.3611405632071,678.2439552158463,1603.6050957790535,1005.8835040131465,433.5063171059525,1439.389821119099,1380.1704547614586,120.53042413418369,1500.7008788956423,2.134095342531905,0.08072890857880954,2.2148242511107146
2016-05-01,Monthly,45314.8506413981,149298.77261498012,194613.62325637823,2086.5063027810684,1906.7176148026606,3993.223917583729,1314.6285523103493,375.42106218383185,1690.0496144941812,1267.700694629912,274.6120406305166,1542.3127352604288,1898.7384002966066,323.0787797033058,2221.8171799999127,0.24989916683863642,0.5213265898602274,0.7712257566988638
2016-06-01,Monthly,55548.90564833449,169280.57065415528,224829.47630248975,2198.599748255435,2051.147219133177,4249.746967388612,1126.2081502909023,464.3369808655732,1590.5451311564755,632.178033103055,158.3040620275971,790.482095130652,1932.2115140394874,175.2163519658265,2107.4278660053137,9.958457605122728,0.5293944355972727,10.48785204072
2016-07-01,Monthly,39192.7226133926,155970.06373129747,195162.78634469007,1504.3233426885554,1958.9189972804038,3463.242339968959,893.6497119430398,80.0762259645642,973.725937907604,639.7245232740665,468.905628438338,1108.6301517124045,1596.9025799768588,107.22121184239333,1704.1237918192521,4.073571526669474,0.0,4.073571526669474
2016-08-01,Monthly,37948.022974261134,163964.7779254244,201912.80089968554,1560.800384990035,2544.409485441917,4105.2098704319515,707.4717811001756,78.86646388235455,786.3382449825301,858.1711795694699,134.488557099967,992.6597366694369,1739.1998688960675,210.2236521427944,1949.423521038862,0.0,0.0,0.0
2016-09-01,Monthly,38981.340824710904,182982.3523590342,221963.6931837451,2813.211431864504,1470.014886217417,4283.226318081921,981.9960895431785,61.64700112705335,1043.643090670232,934.6173512390827,75.22499352355,1009.8423447626327,2151.0260329519733,50.72280829139586,2201.748841243369,3.178919120305001,1.2707929513816671,4.449712071686668
2016-10-01,Monthly,36903.618994638535,194904.62669801488,231808.2456926534,1953.6214577068054,744.4363658514775,2698.057823558283,1152.1152891585011,335.75457993895844,1487.8698690974595,875.2242398776757,309.68354721315865,1184.9077870908343,1749.9459587731078,64.21836856845124,1814.164327341559,8.28504815363619,1.9149188021052377,10.199966955741427
2016-11-01,Monthly,51581.02929397899,182308.5199171954,233889.5492111744,3126.268359846234,2103.2616491607814,5229.530009007016,1032.4391022952561,83.22191601521452,1115.6610183104706,666.8618928946245,76.37461331205287,743.2365062066774,2362.2111317355143,50.196440457600005,2412.4075721931144,23.41243636363636,0.6462000875836362,24.058636451219996
2016-12-01,Monthly,41117.34700168399,224629.95096152482,265747.2979632088,2015.512034903201,2844.429129424146,4859.941164327347,1326.6234567816978,184.23742638218863,1510.8608831638865,413.805620868807,200.3543162347345,614.1599371035416,2085.754218158403,237.79327276780148,2323.547490926205,1.8590985100527273,0.6564353246874433,2.515533834740171
2017-01-01,Annual,450559.44030669966,2264812.181208128,2715371.621514828,16547.633002375318,37242.76975483676,53790.402757212076,26413.4869091389,1068.6235297669673,27482.11043890587,13206.626675294114,4034.673097788239,17241.299773082355,16270.034022476326,4694.221939454071,20964.255961930394,301.95470668909195,10.991144946914496,312.94585163600647
2017-01-01,Monthly,29170.207297593595,194536.86593324074,223707.07323083433,1438.6501454827855,2162.479933211282,3601.1300786940674,1997.6251488030173,54.7800313076891,2052.405180110706,1060.4351048277294,768.2848404816918,1828.7199453094213,1993.668603755466,212.1883640928936,2205.8569678483595,8.917454545454547,0.6722956149936363,9.589750160448183
2017-02-01,Monthly,32887.878802871615,151728.06676817613,184615.94557104775,972.901866769874,2344.033355818747,3316.9352225886214,1613.573543638166,55.91226281020501,1669.485806448371,1163.1593698547485,158.04420033209803,1321.2035701868465,1008.9353582707695,31.524731945395004,1040.4600902161644,35.5478,0.33306077971187503,35.880860779711874
2017-03-01,Monthly,54327.72395777225,215883.81223627276,270211.536194045,1805.2459735020318,2932.1305363192137,4737.376509821245,2986.954633041873,262.9638429993091,3249.918476041182,966.054877527503,59.50780102112728,1025.5626785486302,1786.6411041925392,230.88283785071158,2017.5239420432508,0.059453321934545465,0.6619621719872728,0.7214154939218183
2017-04-01,Monthly,36994.672915626754,197503.72773286075,234498.4006484875,850.2164987596695,4187.219844327653,5037.436343087323,3248.703149547895,34.8009552631579,3283.504104811053,713.3145283948492,200.8702276413657,914.1847560362148,746.6560439984164,65.16762056815513,811.8236645665716,14.096589473684212,0.6591462376843423,14.755735711368555
2017-05-01,Monthly,40987.09007820261,186920.91236693526,227908.00244513786,1419.4133134810008,2615.2064729273775,4034.6197864083783,2409.922975518049,13.15673233772705,2423.079707855776,779.8059656716985,49.30203597336489,829.1080016450634,832.343548071323,118.11850112437864,950.4620491957016,5.362592148705001,0.0,5.362592148705001
2017-06-01,Monthly,35745.751781697385,181458.38536013727,217204.13714183465,1361.6658071112809,2351.0466310640677,3712.7124381753483,2014.7528955171874,249.26257327742022,2264.015468794608,2016.2632388589375,528.3522910733758,2544.615529932313,1090.092448769603,1996.3328407029016,3086.4252894725046,47.136019999999995,4.397363832657368,51.533383832657364
2017-07-01,Monthly,27804.325632323595,209050.29562449746,236854.62125682106,1103.231244763654,4792.527303988512,5895.7585487521665,3017.1494143222453,45.91237375222284,3063.061788074468,1195.8478650139891,374.4911281543653,1570.3389931683544,1535.8466190679865,326.25653138389373,1862.10315045188,30.455957142857137,0.0,30.455957142857137
2017-08-01,Monthly,28556.3895832045,187343.8160023904,215900.2055855949,1675.9856205464723,2778.004420056404,4453.990040602876,3451.0339029887705,86.37607012688588,3537.409973115656,1595.0864966681024,280.6290152675758,1875.7155119356783,1864.6805610978552,202.97826189344002,2067.658822991295,80.53150909090907,0.0,80.53150909090907
2017-09-01,Monthly,46807.91317805182,207105.29357527333,253913.20675332515,1030.894234623886,3823.0603552736984,4853.954589897585,1448.001952616672,37.08496,1485.086912616672,900.2038055409192,123.19163975186187,1023.3954452927811,891.5529382911662,82.48683545671241,974.0397737478786,4.952162511002,0.0,4.952162511002
2017-10-01,Monthly,38127.732668397104,175488.464099154,213616.1967675511,1124.8851129304737,3886.955499194325,5011.840612124799,1018.4507208568392,195.27684010448542,1213.7275609613246,823.0162924657283,1009.6050623331628,1832.621354798891,1351.3359225770298,540.6448232416526,1891.9807458186824,27.488056818181814,4.26731630988,31.755373128061812
2017-11-01,Monthly,46822.27771137107,202071.44789751509,248893.72560888616,1931.8508219398502,2609.2720090236658,4541.122830963516,1975.777457502561,2.9186436363636368,1978.6961011389246,1451.4693722932666,374.60556188247364,1826.0749341757403,1965.0463529927702,331.8231433352165,2296.869496327987,47.407111636363645,0.0,47.407111636363645
2017-12-01,Monthly,32327.47669958739,155721.09361167497,188048.57031126236,1832.6923624643407,2760.833393631808,4593.525756096149,1231.5411147856264,30.178244151501005,1261.7193589371275,541.9697581766435,107.78929387577627,649.7590520524197,1203.234521391399,555.8174478587194,1759.0519692501184,0.0,0.0,0.0
2018-01-01,Annual,505957.2484401451,2224180.5523963603,2730137.800836506,23473.242514431968,39787.047650329725,63260.290164761696,22520.736949326503,2556.9730993203466,25077.810048646847,18724.382000729835,18394.10760897698,37118.58960970681,25040.364777231385,12642.351800706707,37682.6165779381,32.74549787705201,33.9883322581305,66.7338301351825
2018-01-01,Monthly,48558.87817226408,167863.6473479823,216422.5255202464,1808.9909563539754,2651.1723339969317,4460.163290350907,1893.8001990245823,274.8404033059163,2168.6406023304985,558.40113748206,835.3874274829235,1393.7885649649834,1234.9428878149984,798.1809725799957,2033.1238603949942,2.08058458199131,9.15006451454399,11.2306490965353
2018-02-01,Monthly,43917.4972220215,137563.63543854275,181481.13266056427,1599.777659942597,2371.1116146909167,3970.8892746335137,3047.63985596725,199.44247916055554,3247.0823351278054,323.167316404651,257.63285437439816,580.8001707790492,1107.1573528629117,968.7309963832715,2075.888349246183,1.7087574310277776,0.0,1.7087574310277776
2018-03-01,Monthly,45653.3617226828,182273.6695520005,227927.0312746833,2128.63276708063,2872.5981313212314,5001.230898401862,2471.3174462111665,300.96468014417803,2772.2821263553446,502.8795252181256,933.1790025661825,1436.0585277843081,951.4777262167242,555.3645921047791,1506.8423183215034,0.9756164772727274,2.0832039320069318,3.058820409279659
2018-04-01,Monthly,47987.00926074401,173089.44165198185,221076.45091272585,1690.908740177997,2821.639511224186,4512.548251402183,2602.975905528315,393.32905047823186,2996.3049560065465,458.2954151712567,226.1189948820572,684.4144100533139,1440.4067530143686,1547.712822002881,2988.1195750172496,0.0,0.0,0.0
2018-05-01,Monthly,56080.04773742352,133978.642735176,190058.69047259953,1660.7721638457824,2762.34903888619,4423.1212027319725,3168.949171903372,17.677374867014294,3186.6265467703865,699.4096019268619,445.7493045513733,1145.1589064782352,3419.5994650772286,942.7321273294322,4362.331592406661,0.0,3.993204259714287,3.993204259714287
2018-06-01,Monthly,50643.682004421535,164898.33246982718,215542.01447424872,1987.9725649888303,2698.6487973812505,4686.6213623700805,2821.8345267005225,210.1502661722721,3031.9847928727945,695.6240279435692,234.14167858248973,929.7657065260589,3039.8041131881814,618.0209530252257,3657.825066213407,0.5197585714285713,2.0239662249042856,2.5437247963328566
2018-07-01,Monthly,34705.549871380834,177314.72792771403,212020.27779909485,2364.5946114455796,4052.7764528178363,6417.371064263416,2332.32950929182,180.40751696509818,2512.7370262569184,3453.781754644819,2949.2264422289913,6403.00819687381,3043.608468897921,530.9941490854419,3574.6026179833625,6.081023906923637,0.0,6.081023906923637
2018-08-01,Monthly,34192.974228307554,220703.92811532767,254896.9023436352,3006.8990392478654,3834.072500164608,6840.971539412473,1337.0530798105967,255.46007431194528,1592.513154122542,5383.732568049292,5358.519433579457,10742.252001628749,1660.251344054697,489.2747498605532,2149.5260939152504,0.0,0.0,0.0
2018-09-01,Monthly,37619.26792841897,200710.78345579992,238330.05138421888,2082.045356047379,3254.78622812484,5336.831584172219,447.4913841855811,81.10653164728237,528.5979158328635,291.83557469817777,955.650453494616,1247.4860281927938,1416.5572448574126,597.4503494774256,2014.0075943348381,14.489176470588236,0.0,14.489176470588236
2018-10-01,Monthly,40225.1,234743.8,274968.9,1067.7,4258.5,5326.2,1215.8,249.3,1465.2,888.0,689.4,1577.5,1892.9,1333.1,3225.9,2.4,0.0,2.4
2018-11-01,Monthly,35299.72542924676,193640.9449829508,228940.67041219756,1237.5169751275394,3140.7029270003177,4378.2199021278575,593.5743949996345,188.26519401964563,781.8395890192801,2683.7845839192605,2174.3059915968747,4858.090575516135,2595.4773541063414,1991.4786943918025,4586.956048498144,1.7367388343837502,12.507188450303127,14.243927284686878
2018-12-01,Monthly,31074.154863233507,237398.99871905774,268473.15358229127,2837.431680173792,5068.690114721415,7906.121794895207,587.9714757036601,206.0295282482071,794.0010039518672,2785.470495271759,3334.7960256376186,6120.2665209093775,3238.1820671405994,2269.3113944659003,5507.4934616065,2.753841603436,4.2307048766578745,6.984546480093874
2019-01-01,Annual,430333.2856786353,2978553.375686702,3408886.661365337,23423.77035650266,47059.06520000218,70482.83555650484,14693.788139916593,5114.3820403965,19808.070180313098,43028.186810364175,23600.899809468952,66629.18661983313,26875.564651851484,26885.184565272666,53760.749217124154,403.83592241551463,778.0581448827412,1181.894067298256
2019-01-01,Monthly,38705.99094730543,303455.6918466545,342161.68279396,1467.7707625739213,4456.155375375696,5923.926137949617,2064.8732442872347,572.5227451870006,2637.395989474235,5806.662102701704,3080.8416497687595,8887.503752470464,4208.231163315664,1749.9222083136538,5958.153371629318,2.2766555869875007,0.0,2.2766555869875007
2019-02-01,Monthly,27557.30677065188,171408.56404621355,198965.87081686544,1160.09175203004,3211.02309947742,4371.11485150746,996.39023524596,291.23697476036006,1287.62721000632,1639.0583543620278,1954.051538381177,3593.109892743205,2202.608218452498,1475.5903528136964,3678.1985712661944,4.563851589560001,4.10390655818,8.667758147740003
2019-03-01,Monthly,32451.125301325148,259849.57956112685,292300.704862452,3605.984335293523,5024.253172909423,8630.237508202947,1121.326501850919,118.72267473285046,1240.0491765837694,2958.5196926800163,1971.0224487460778,4929.5421414260945,2156.800258235286,1456.1159852483074,3612.9162434835935,7.728695150629998,8.095474354879522,15.82416950550952
2019-04-01,Monthly,40759.6,243565.2,284324.8,2185.9,5544.6,7730.5,1027.1,432.7,1459.8,3229.4,2193.3,5422.7,2088.0,1415.5,3503.5,4.1,24.6,28.7
2019-05-01,Monthly,41810.5,260513.5,302324.0,2949.7,4271.9,7221.6,1371.7,570.3,1941.9,3824.2,1824.6,5648.9,1795.0,1807.5,3602.5,4.9,83.1,88.0
2019-06-01,Monthly,32951.11751390253,223471.2186881754,256422.33620207792,1483.3474721065515,3025.6461033076766,4508.993575414228,862.0300882343713,341.8465146620631,1203.8766028964344,4918.078510978362,1297.1907740218267,6215.269285000189,1883.8475816108505,1260.4448931409415,3144.292474751792,2.0803472222222217,79.73170761709513,81.81205483931734
2019-07-01,Monthly,33630.357087766984,267671.234454066,301301.591541833,2045.2265660395653,4736.328087445796,6781.554653485361,1444.6697089750676,326.4617618214641,1771.1314707965316,4040.152030672171,1536.123078714752,5576.275109386923,2710.8556908630376,2542.769696747349,5253.6253876103865,370.70313305702723,553.0970860943967,923.8002191514239
2019-08-01,Monthly,42246.73444843164,286589.9423736945,328836.67682212614,2916.3746955268984,4476.948124294385,7393.322819821284,2297.372595335932,469.4096955667774,2766.7822909027095,10397.610230264481,2381.777376875269,12779.38760713975,2764.4004475586325,2346.1569211219,5110.557368680533,0.6409786453909092,0.0,0.6409786453909092
2019-09-01,Monthly,38289.52787341221,203234.85729712737,241524.38517053958,2585.6244653748668,2401.9457267395746,4987.570192114441,1454.8479864223123,124.04523873311759,1578.89322515543,1978.0248853553478,1570.0128131151694,3548.037698470517,1975.2474793759952,1734.0999061823081,3709.3473855583034,0.0,0.0,0.0
2019-10-01,Monthly,33690.48923010011,264212.9498528409,297903.43908294104,820.8533696701845,3446.2752700570786,4267.128639727263,459.639136345545,524.6185711428045,984.2577074883495,1995.5346560374217,1454.0687864529234,3449.603442490345,2502.912278401255,2237.5478875584813,4740.4601659597365,6.299511798079885,23.218678790528745,29.51819058860863
2019-11-01,Monthly,34589.90779264531,230919.140888584,265509.0486812293,951.8595481220568,2694.380852424491,3646.240400546548,1073.0028937289433,279.02601821916164,1352.028911948105,1611.6241012471794,1844.5350844102393,3456.1591856574187,1929.533472797804,3508.417518668572,5437.950991466376,0.20886253325240478,0.0,0.20886253325240478
2019-12-01,Monthly,33650.62871309397,263661.4966782188,297312.1253913128,1251.0373897650509,3769.6093879706355,5020.646777735687,520.8357494903106,1063.4918455708998,1584.3275950612106,629.3222460654571,2493.3762589827547,3122.6985050482117,658.128061240462,5351.119195477455,6009.247256717917,0.33388683236452377,2.1112914676610712,2.445178300025595
2020-01-01,Annual,430258.1572731706,3046491.082368035,3476749.239641206,16939.016407022267,37552.18961247551,54491.20601949778,9229.19783818956,6015.368658191386,15244.566496380947,12902.258002667733,25627.047926106006,38529.30592877375,8533.94198159061,19033.83318568288,27567.775167273485,13.994166226330051,68.71415463098745,82.7083208573175
2020-01-01,Monthly,42136.52448180144,301281.6780231482,343418.20250494964,1067.0379753233872,2871.079629220877,3938.1176045442644,1136.9312781609942,976.3870484467029,2113.318326607697,303.08239336210454,2890.5060984286365,3193.588491790741,832.8183873421967,5261.444354729866,6094.262742072063,2.1071258890757143,4.210861255795715,6.317987144871429
2020-02-01,Monthly,50900.290898688065,222487.59257498913,273387.8834736772,1564.093408491159,3166.054951570784,4730.148360061943,822.6373287295233,511.95752004291614,1334.5948487724395,4304.666296731192,4491.853507918758,8796.51980464995,780.1233248320303,4008.552709703961,4788.676034535992,0.21181626812321427,4.2520092672705365,4.463825535393751
2020-03-01,Monthly,49870.544710445814,312777.5977418744,362648.1424523202,1158.4707461079613,2257.1688244734446,3415.6395705814057,2454.3125305000553,124.88136149022785,2579.193891990283,3071.0911869593956,2986.6755761854224,6057.7667631448185,1015.6948779256242,1536.1719364444816,2551.8668143701057,0.0,0.0,0.0
2020-04-01,Monthly,30289.75864080541,317452.37407989695,347742.1327207024,1069.5386269657101,3111.0543879387715,4180.593014904482,213.08714539020053,343.9061480530312,556.9932934432318,306.30424782889605,1432.1451979597916,1738.4494457886876,314.89308315794204,1528.1140269972525,1843.0071101551946,0.08558567181590908,0.0,0.08558567181590908
2020-05-01,Monthly,23711.303464228673,185944.5646880467,209655.86815227536,629.5720834338,3129.7505264716274,3759.3226099054273,304.55258864086875,200.64080784867843,505.1933964895472,249.83841675217866,998.2599873452579,1248.0984040974365,508.91211519596385,1207.1815981482684,1716.0937133442324,0.005465294591250001,1.115757034153125,1.121222328744375
2020-06-01,Monthly,32289.96931741192,222905.07253815362,255195.04185556553,1759.7037406377788,3120.337026609466,4880.040767247245,1005.4096289843015,311.8424496811649,1317.2520786654663,613.3020694576609,1126.7664876568092,1740.06855711447,477.16296514142846,1024.3684496255719,1501.5314147670003,0.0,0.0,0.0
2020-07-01,Monthly,30673.03539105234,267480.588335573,298153.62372662534,1550.529619485744,4216.48249691146,5767.0121163972035,655.4775536331765,692.9502390735773,1348.4277927067537,416.3098673857879,1654.4921186266529,2070.801986012441,712.879045880261,652.4492133383116,1365.3282592185724,0.07432719902909092,0.0,0.07432719902909092
2020-08-01,Monthly,30710.0747154523,235418.77944079268,266128.854156245,1955.4980990136587,3307.8732356289374,5263.371334642596,498.9466579136321,533.6799246691681,1032.6265825828002,1734.6091329278916,1978.5920895437725,3713.201222471664,742.6925769585569,530.3793237750122,1273.071900733569,4.3983118421052625,0.0,4.3983118421052625
2020-09-01,Monthly,36315.64338584881,261963.0351340649,298278.6785199137,1456.0594017522028,3287.8352813543884,4743.894683106591,474.40580381496096,408.8901402081148,883.2959440230758,279.7264741433234,1702.374495380285,1982.1009695236085,1061.734561010107,613.5038704831733,1675.2384314932801,0.0,1.5837187670620456,1.5837187670620456
2020-10-01,Monthly,29781.901238683346,235797.29667245198,265579.1979111353,1715.9453092397719,3508.8593341627925,5224.804643402565,1011.815075674185,524.86517745,1536.6802531241851,565.8306713212232,3699.8609268274677,4265.691598148691,646.9714437829589,978.0708405127807,1625.0422842957396,0.0,3.4049842598884106,3.4049842598884106
2020-11-01,Monthly,37422.966364920336,216298.25208324677,253721.2184481671,625.9183824966096,3043.2428820626747,3669.161264559284,359.4510871700267,693.9255042168992,1053.3765913869258,786.3900055690041,1396.1473640267102,2182.537369595714,659.9804273036938,727.614631824387,1387.5950591280807,3.055715879771429,2.2585927673676194,5.314308647139049
2020-12-01,Monthly,36156.14466383223,266684.2510557969,302840.39571962913,2386.6490140744845,2532.4510360702875,4919.1000501447725,292.1711595776354,691.4423370109052,983.6134965885407,271.1072402290767,1269.3740762064444,1540.4813164355212,780.0791730598474,965.982230099808,1746.0614031596556,4.055818181818181,51.88823127945,55.94404946126818
2021-01-01,Annual,440331.55208374123,2750066.369723525,3190397.921807267,16710.435017099255,33359.98698505022,50070.42200214948,5642.843151092485,5390.544232216087,11033.387383308573,11496.129073117801,20680.069528252872,32176.198601370677,10771.868329537112,14027.856164241733,24799.72449377885,190.5367696195431,280.443423047775,470.9801926673181
2021-01-01,Monthly,34643.30970104118,210766.8337117692,245410.14341281037,1202.736336256782,2941.5555926227166,4144.291928879498,260.37839032151396,475.2265426735589,735.6049329950729,468.14991586795315,1703.6764765345577,2171.826392402511,774.4490865274757,832.620531488904,1607.0696180163798,4.0374,25.367504681421,29.404904681421
2021-02-01,Monthly,33253.46205265307,173267.89856848549,206521.36062113856,766.5750309513361,2056.6279693455117,2823.2030002968477,203.72756050477332,304.9086363667944,508.6361968715677,238.87562907919732,2035.402849911897,2274.2784789910943,605.3679915179677,853.8973558477508,1459.2653473657183,6.294428859897779,0.0,6.294428859897779
2021-03-01,Monthly,47741.44457701808,290641.2259292437,338382.6705062618,1419.6469161502557,2715.7855179465046,4135.4324340967605,495.4289020402294,745.0932113399859,1240.5221133802154,134.26386146694568,1641.5308494292815,1775.7947108962271,1138.4373881955305,1084.7837666490511,2223.2211548445816,5.475742448848913,36.98510869565218,42.46085114450109
2021-04-01,Monthly,37000.20923146333,277703.30072598957,314703.5099574529,700.5518563867779,2473.0827991867523,3173.63465557353,329.2430480500158,373.63574892239785,702.8787969724136,654.9751947002067,1723.027764747811,2378.0029594480175,701.7678950715754,1230.8140162042039,1932.5819112757792,0.8581578731700003,2.651338878563572,3.5094967517335722
2021-05-01,Monthly,30809.542726617816,208587.57221133666,239397.11493795447,836.6641595315266,2641.5643119086217,3478.2284714401485,356.6040887880373,209.90945232646644,566.5135411145037,1219.1350248481879,1411.810522089505,2630.9455469376926,758.059288038789,1264.9677151594908,2023.0270031982798,2.0788030729258336,9.124733954664169,11.203537027590002
2021-06-01,Monthly,36034.630180995286,214384.00549956755,250418.63568056282,699.6834732519817,2491.7358413802167,3191.4193146321986,407.4366536988825,482.1136905154689,889.5503442143513,1876.7846788903094,1673.7554111321824,3550.5400900224918,1355.6125319424534,2278.72206435854,3634.3345963009933,0.29213059085071424,0.0,0.29213059085071424
2021-07-01,Monthly,35438.14073043026,231638.41716613426,267076.55789656454,1296.6974030245892,2428.131807774488,3724.8292107990774,447.1850140176324,474.77922926061825,921.9642432782507,505.678436759927,2106.2763857619407,2611.9548225218678,967.9822005159853,1441.4671717007652,2409.4493722167504,13.023869633911366,0.0,13.023869633911366
2021-08-01,Monthly,31217.009507998682,240009.45495512566,271226.46446312434,1645.5643523685262,2146.1332584434667,3791.697610811993,605.2880451578267,541.3057338849758,1146.5937790428025,462.4791479939676,1754.7952297554177,2217.274377749385,998.261501679692,1584.7998226173972,2583.0613242970894,22.88265964670251,16.258213125000005,39.14087277170252
2021-09-01,Monthly,35499.41008491795,223845.51950980816,259344.92959472613,1491.0300690301044,2681.1832359339583,4172.213304964062,827.828960650954,488.21676576570883,1316.0457264166628,1350.395751718442,1981.5427294473513,3331.9384811657933,821.2517804480682,1130.7338025355114,1951.9855829835797,23.717070196237852,110.40436309523807,134.1214332914759
