date,frequency,bank_negara_malaysia_statement_of_capital_and_liabilities,paid_up_capital,reserves,currency_in_circulation,financial_institutions,federal_government,deposits_others,bank_negara_bills_and_bonds,allocation_of_special_drawing_rights,other_liabilities,total_liabilities
2018-07-01,Monthly,,100,129488.36226729,104814.49232749,166139.885354,19001.821605,766.245469,17870.2506194,7644.7851913,4270.955527,450096.542684
2018-08-01,Monthly,,100,130293.07575229,105468.750405,168513.667524,15438.131347,741.014683,15390.58113428,7644.7851913,2805.992494,446395.99853
2018-09-01,Monthly,,100,136060.61663467,103887.487795,173243.53259,9664.103741,1024.444152,15371.3337504,7772.02134966,3027.868703,450151.408716
2018-10-01,Monthly,,100,132974.48063113,103141.08708,157072.288724,9493.081602,952.92828,28555.17466279,7772.02134966,2955.282778,443016.345108
2018-11-01,Monthly,,100,134973.23823180998,103716.51227,159285.754724,8952.427423,1000.275081,27505.693925900003,7772.02134966,2597.878154,445903.80116
2018-12-01,Monthly,,100,131556.8,106405.049013,169132.968685,7955.553982,858.919129,21745.525910869997,7743.43194931,2138.294841,447636.534667
2019-01-01,Monthly,,100,133950.32195072,113721.074086,157270.19529,15383.844584,799.462856,20577.325001970003,7743.43194931,1398.050581,450943.697801
2019-01-01,Annual,,100,150533.33824605215,114097.1751,163713.951702,3567.584146,542.981799,15834.396385,7619.069808,2958.97842,458967.47560605215
2019-02-01,Monthly,,100,135735.00104583,108990.192611,161861.136253,12023.489933,931.870395,21792.63379015,7743.43194931,1893.076372,451070.832349
2019-03-01,Monthly,,100,131334.08397402999,108017.973145,161500.076717,20279.795129,656.904619,22671.99731297,7619.966339510001,1539.301912,453720.099149
2019-04-01,Monthly,,100,133105.27480069,108786.021846,174175.789331,8898.60683,941.521921,17408.27003994,7619.966339510001,2247.114859,453282.565967
2019-05-01,Monthly,,100,132040.73394881998,114548.325786,159307.399136,14153.106893,1198.168181,13329.7197402,7619.966339510001,2430.471689,444727.891714
2019-06-01,Monthly,,100,140326.03536773002,110119.4318,151180.033533,23436.169198,1157.622255,15299.22067517,7722.42537655,2335.482059,451676.420265
2019-07-01,Monthly,,100,141716.87119614,109250.040451,157170.481167,16591.916277,3043.234228,18619.25917138,7722.42537655,2630.30413,456844.531997
2019-08-01,Monthly,,100,142606.50310352002,109354.335042,153932.852392,17118.782398,2493.520059,20872.351510279997,7722.42537655,2851.355254,457052.125135
2019-09-01,Monthly,,100,142167.59095988,109121.104398,161119.668235,13577.853125,1103.848297,21604.902537,7684.94738921,2783.44168,459263.356621
2019-10-01,Monthly,,100,143436.52511013,109968.789883,163522.040367,10434.596629,968.158763,20160.21373868,7684.94738921,2354.752718,458630.024598
2019-11-01,Monthly,,100,144961.93104443,110461.931583,158523.904101,10925.754222,2048.875298,18455.34683037,7684.94738921,2197.700361,455360.390828
2019-12-01,Monthly,,100,143166.0,114097.1751,163713.951702,3567.584146,542.981799,15834.39638508,7619.06980779,2958.97842,451600.0972668104
2020-01-01,Monthly,,100,144339.90782158,118753.595014,145612.840914,10261.328347,1223.343412,19834.13423588,7619.06980779,3205.776558,450949.99611
2020-01-01,Annual,,100,170575.67898142038,130424.151117,146027.458668,3648.396843,15055.590756,9613.685917,7788.201997,4810.403316,488043.5675954204
2020-02-01,Monthly,,100,143326.85616833,114484.884234,138572.880102,16294.156324,2008.921368,23780.83283119,7619.06980779,2751.187975,448938.78881
2020-03-01,Monthly,,100,160962.99896146,116386.159477,151448.604489,8713.204473,2660.300909,22874.13518904,7872.47463255,3591.430292,474609.308423
2020-04-01,Monthly,,100,163527.18441658,121362.380765,157097.780264,4871.764913,13796.848733,16805.383246,7872.474633,2188.243898,487622.060868
2020-05-01,Monthly,,100,166470.01227398,127396.220793,136623.860788,13925.793775,12330.531786,16074.350946,7872.474632,2299.149742,483092.394736
2020-06-01,Monthly,,100,171138.39814645002,124966.147063,140628.464363,15976.906485,12499.507121,13462.072741,7930.718233,2913.051036,489615.265188
2020-07-01,Monthly,,100,176241.26808575,127355.639883,130388.355656,19240.553531,16228.599983,12690.593659,7930.718233,4740.649853,494916.378884
2020-08-01,Monthly,,100,178909.25732668,126730.284464,140051.279457,8121.844363,18932.115248,13406.735852,7930.718233,5658.346883,499840.581827
2020-09-01,Monthly,,100,170094.18608301002,126375.878955,143058.113712,10264.112099,9854.052069,15916.823387,7858.64839,5361.058486,488882.873181
2020-10-01,Monthly,,100,167287.47653475,128121.18254,142046.080116,8379.213896,12869.057034,14925.700466,7858.64839,5558.548544,487145.907521
2020-11-01,Monthly,,100,172331.10033359998,128051.334521,147257.5432,5948.247832,11728.335596,12169.527792,7858.64839,4340.842202,489785.579867
2020-12-01,Monthly,,100,170446.90465428997,130424.151117,146027.458666,3648.396843,15055.590756,9613.685916,7788.201997,4809.623336,487914.013286
2021-01-01,Annual,,100,178010.7277506504,150064.539566,146027.458668,8586.669422,4787.18158,7911.232184,28149.520445,5313.927116,551612.6538488204
2021-01-01,Monthly,,100,169956.12806124,137678.164649,140612.014143,8500.008717,11906.946143,10219.213071,7788.201997,3617.841085,490378.517866
2021-02-01,Monthly,,100,166990.70134009997,139124.02404,138792.992952,9189.364399,14972.236246,9009.580174,7788.201997,5222.584183,491189.685332
2021-03-01,Monthly,,100,174824.63529988998,139401.309232,152466.794667,3494.658878,13023.924987,7222.672979,7908.653591,4996.245357,503438.894991
2021-04-01,Monthly,,100,175128.20895804997,142492.977458,150515.555097,7693.851491,15197.008469,9486.49056,7908.653591,5730.73616,514253.481784
2021-05-01,Monthly,,100,177098.10519233003,142765.292276,145497.401994,14948.497224,11442.50316,10316.718761,7908.653591,5370.564054,515447.736252
2021-06-01,Monthly,,100,180672.87708933002,141145.187393,142004.956742,21760.656545,9301.570742,9136.91715,7979.250752,4757.449695,516858.866109
2021-07-01,Monthly,,100,184721.76884016002,142468.653896,141825.651128,15659.581516,7956.121975,8500.01113,7979.250752,4717.690963,513928.7302
2021-08-01,Monthly,,100,185347.27097471,143841.194845,143442.849084,13429.995758,8729.110004,7866.860657,28842.118723,5198.842524,536798.24257
2021-09-01,Monthly,,100,182865.49582933998,145233.735319,157491.427912,4197.136318,7182.011672,7119.562055,28468.836588,4669.344111,537327.549805
2021-10-01,Monthly,,100,184727.08550429,146844.101,149263.58152,13367.739927,6484.324402,7533.940804,28468.836588,4973.154214,541762.763959
2021-11-01,Monthly,,100,187845.74569019,146943.680613,157312.771211,4615.235959,5611.261816,7953.145732,28468.836588,5062.24154,543912.919149
2021-12-01,Monthly,,100,178010.7277506504,150064.539566,146027.458668,8586.669422,4787.18158,7911.232184,28149.520445,5313.927116,551612.6538488204
2022-01-01,Monthly,,100,178429.31071292,155783.371758,151221.952501,8280.609798,5635.560182,7278.111406,28149.520445,6294.113948,541172.550751
2022-01-01,Annual,,100,153103.09043675,162074.447716,221886.553374,5219.749481,37291.601504,6650.891872,28212.760736,4398.822564,618937.917684
2022-02-01,Monthly,,100,174681.23775104998,152235.983675,157789.699251,8909.763905,5486.289038,7066.692647,28149.520445,5393.303681,539812.490393
2022-03-01,Monthly,,100,169626.86982377,152036.511303,165415.629831,5132.30969,9716.142559,7771.345819,28117.538127,4786.044026,542702.391179
2022-04-01,Monthly,,100,158274.94304061998,165057.351031,159911.748936,4325.248994,6104.448758,6683.371249,28117.538127,5495.002783,534069.652919
2022-05-01,Monthly,,100,159680.44192476998,160594.37721,157703.600964,13847.937184,5768.201742,4837.505162,28117.538127,4151.661152,534801.263466
2022-06-01,Monthly,,100,158643.85877913,158915.834385,168633.215972,9197.002662,11994.2915,5813.814562,28250.47988,3703.608456,545252.106196
2022-07-01,Monthly,,100,168574.8938699,157553.370435,164524.842615,10876.221487,11977.113424,6921.859948,28250.47988,3483.604098,552262.385757
2022-08-01,Monthly,,100,161650.7153585,157227.757908,165970.691561,12964.838257,12060.919484,8259.157803,28250.47988,4102.601428,550587.161679
2022-09-01,Monthly,,100,153663.01422939,156776.466441,172488.252534,15613.133449,34239.98167,9680.180812,28702.298339,4795.193496,576058.52097
2022-10-01,Monthly,,100,155242.77731921,157858.594629,183467.854076,9689.807613,34201.985179,9635.096219,28702.298339,4134.82995,583033.243324
2022-11-01,Monthly,,100,162811.45661082,158563.912127,196701.391137,12499.365445,34823.159652,7506.925173,28702.298339,4462.300448,606170.808932
2022-12-01,Monthly,,100,153103.09043675,162074.447716,221886.553374,5219.749481,37291.601504,6650.891872,28212.760736,4398.822564,618937.917684
2023-01-01,Monthly,,100,161553.099425,166099.642191,212792.837054,8325.542872,36922.258757,5666.10986,28212.760736,3878.73135,623550.982245
2023-01-01,Annual,,100,186743.923867,161815.834666,176526.33995,3526.334175,40018.941975,29235.35139073,29738.123690599998,3267.928052,630972.777767
2023-02-01,Monthly,,100,155524.94151288,159544.586117,213180.365859,10021.606307,37453.660596,6703.51171,28212.760736,4170.24547,614911.678308
2023-03-01,Monthly,,100,164959.95813513,161055.154389,214576.776824,7348.041411,37406.263749,8522.298875,28728.939808,4771.66241,627469.095601
2023-04-01,Monthly,,100,166871.62979817,165378.249146,194120.140424,10084.89653,38337.397209,10141.127236,28728.939808,3794.2000630000002,617556.580214
2023-05-01,Monthly,,100,164769.81597034,159226.070826,193896.358895,9120.209381,38011.676415,9576.253365,28728.939809,4075.423804,607504.748465
2023-06-01,Monthly,,100,181918.23418669,160112.294927,182289.854052,6390.902036,38248.781645,19412.437979,29959.517826,4045.915294,622477.937946
2023-07-01,Monthly,,100,183557.10927035002,158440.248422,174722.243185,9274.102806,37216.458852,29749.649298,29959.517826,4642.106262,627661.435921
2023-08-01,Monthly,,100,181433.06752653004,157988.080151,171769.26593,8994.804944,37152.347724,34148.333783,29959.517826,4243.642393,625789.060277
2023-09-01,Monthly,,100,170607.41000447,158195.391695,184833.718574,9212.697803,37231.496827,26093.209104,29848.219551,4851.72466,620973.868218
2023-10-01,Monthly,,100,165013.90089938,158203.284853,172776.414059,4607.923801,37866.450799,36762.411960879996,29848.21955072,5164.496962,610343.102885
2023-11-01,Monthly,,100,178113.56332552002,158579.48062,186394.645861,1929.46884,39962.880128,33583.05149568,29848.21955072,3815.689378,632326.999199
2023-12-01,Monthly,,100,187324.80787877043,161815.834666,176658.965338,3526.334176,40074.783572,29235.351391,29738.123691,3267.516661,631741.7173737704
2024-01-01,Monthly,,100,187026.50341382,166710.658592,169286.717049,5075.416814,38986.453514,31676.006123,29738.12369,3523.375926,632123.25512182
2024-01-01,Annual,,100,189984.7477567705,170719.88852,131918.560307,5232.561592,79865.896956,12431.338522,28184.994115,3120.690414,621540.0607320004
2024-02-01,Monthly,,100,187419.36306291,167366.35677,169445.296677,4241.209498,39646.744401,27466.994851,29738.123691,3751.850629,629175.93957991
2024-03-01,Monthly,,100,196328.63990951,168638.270721,149022.069774,6149.215467,62794.235001,25669.282064,30210.740557,4003.732545,642916.186039
2024-04-01,Monthly,,100,190516.09702376998,166539.218195,149222.354055,6610.059549,63395.381354,18648.401215,30210.740556,4250.66344,629492.915388
2024-05-01,Monthly,,100,195055.50061893,165614.620051,146507.226828,7643.095895,63639.60458,20160.076687,30210.740557,3487.231795,632418.097012
2024-06-01,Monthly,,100,199644.21376739998,166441.873495,153137.756915,5858.264152,62871.305118,18647.970524,29961.193481,3221.507037,639884.08449
2024-07-01,Monthly,,100,201815.78485359004,165061.969727,146190.200231,5850.87722,66748.797268,15508.082031,29961.193481,2895.550681,634132.455493
2024-08-01,Monthly,,100,207901.28690017,165281.768788,146825.440006,6086.667124,66577.588972,15688.768771,29961.193481,3141.814071,641564.528114
2024-09-01,Monthly,,100,178878.52830546998,165310.315672,144182.65762,4878.625606,64966.984096,12192.216421,27221.30403,3608.884312,601339.516063
2024-10-01,Monthly,,100,174740.04563965,165259.146183,134370.596395,6745.295507,64723.694196,11567.085336,27221.30403,3210.466189,587937.633476
2024-11-01,Monthly,,100,177489.20675473002,165575.200518,135199.196899,6560.273895,67887.836891,11804.5596,27221.30403,3929.202145,595766.780733
2024-12-01,Monthly,,100,189984.7477567705,170719.88852,131918.560307,5232.561592,79865.896956,12431.338522,28184.994115,3120.690414,621540.0607320004
2025-01-01,Monthly,,100,193339.21166504,177921.630655,120160.533621,5235.07168,81653.349481,11370.735109,28184.994115,2921.106474,620886.6328
2025-01-01,Annual,,100,196641.36359867,177749.52576,118058.685098,4504.438065,65571.632083,9007.477835,26830.185819,3753.375698,602216.683957
2025-02-01,Monthly,,100,197141.377681,174283.619046,138680.575917,7596.27005,79797.705632,10705.561259,28184.994115,3021.835866,639511.939567
2025-03-01,Monthly,,100,189194.63870557002,178581.290696,138862.074359,4248.972941,78754.209789,10550.174907,28384.648193,2981.368834,631657.378425
2025-04-01,Monthly,,100,190949.06908832001,174158.094293,149651.595173,4788.968962,77867.054357,10575.457804,28384.648193,3369.366022,639844.253893
2025-05-01,Monthly,,100,193239.1114989,172895.491779,131811.295318,5436.166895,82371.118722,10560.073064,28384.648193,3124.612963,627922.518433
2025-06-01,Monthly,,100,189548.74254695,171817.882724,122229.804511,7072.977762,75780.879393,10063.77763,27777.491183,2917.886692,607309.442442
2025-07-01,Monthly,,100,192298.62124129,171615.831054,118349.013392,4890.344684,75194.394336,10088.810664,27777.491183,2885.404052,603199.910606
2025-08-01,Monthly,,100,196005.51762736,172442.143586,115638.515748,10717.706318,75266.374451,9258.751645,27777.491183,3477.365348,610683.865906
2025-09-01,Monthly,,100,200906.26227321,172053.144636,133001.405972,11681.50707,65519.578116,8361.566786,27875.123452,5563.996007,625062.584312
2025-10-01,Monthly,,100,205503.14811546,174087.160415,122253.632736,5458.121086,65651.018367,8375.826364,27875.123452,3229.177566,612533.208102
2025-11-01,Monthly,,100,205348.32025905003,173808.748862,121422.32076,4043.222369,65857.397606,8526.286076,27875.123452,3278.467223,610259.886607
2025-12-01,Monthly,,100,196644.499718,177749.52576,118058.685098,4504.438065,65571.632083,9007.477835,26830.185819,3752.379717,602218.824095
2026-01-01,Monthly,,100,198833.05248758,182490.822863,106752.18519,5660.919063,65615.616705,9027.729871,26830.185819,4487.759367,599798.271366
2026-02-01,Monthly,,100,202834.05415855,186660.644531,102782.157899,5381.390387,69586.211401,7974.318057,26830.185819,4298.950684,606447.912937
2026-03-01,Monthly,,100,185441.31690521003,188751.015698,132115.214057,2693.49954,70902.097695,7294.565165,26376.75931,3862.195914,617536.664284
2026-04-01,Monthly,,100,194261.50981515003,184209.089555,124976.951286,4103.068891,70514.719218,7580.706356,26376.75931,3432.017153,615554.821584
