date,frequency,initial_public_offers,rights_issues,restricted_offer_for_sale,special_issues,preference_shares,warrants,new_issues_of_shares_war_rants,straight_bonds,bonds_with_war_rants,conver_tible_bonds,islamic_bonds,asset_backed_bonds,medium_term_notes,bon_cagamas_bonds,new_issues_of_corporate_bond_and_or_sukuk,corporate_bond_and_or_sukuk,redemptions_bon_cagamas_bonds,net_issues_of_corporate_bond_and_or_sukuk,net_funds_raised_by_the_private_sector
2024-12-01,Monthly,554.6827390000001,0.0,0.0,0.0,0.0,0.0,554.6827390000001,0.0,0.0,0.0,56.0,0.0,8039.0976,0.0,8095.0976,12174.965110000005,0.0,-4079.8675100000046,-3525.184771000004
2025-01-01,Annual,5959.4004994,0.0,0.0,0.0,0.0,0.0,5959.4004994,1900.696,0.0,0.0,14309.6513,0.0,157085.93846824003,0.0,173296.28576824002,109864.22575550001,0.0,63432.06001273998,69391.46051213998
2025-01-01,Monthly,404.136756,0.0,0.0,0.0,0.0,0.0,404.136756,0.0,0.0,0.0,0.0,0.0,4137.831999999999,0.0,4137.831999999999,3324.749999999999,0.0,813.082,1217.2187560000002
2025-02-01,Monthly,238.42442,0.0,0.0,0.0,0.0,0.0,238.42442,0.0,0.0,0.0,26.2,0.0,8635.595999999998,0.0,8661.795999999998,5863.7249999999985,0.0,2798.071,3036.4954199999993
2025-03-01,Monthly,622.5510400000001,0.0,0.0,0.0,0.0,0.0,622.5510400000001,2.0,0.0,0.0,490.8933,0.0,17078.785189730002,0.0,17571.678489730002,7969.873145,0.0,9601.805344730003,10224.356384730001
2025-04-01,Monthly,170.74200000000002,0.0,0.0,0.0,0.0,0.0,170.74200000000002,0.0,0.0,0.0,0.0,0.0,14408.710463,0.0,14408.710463,7480.5695,0.0,6928.140963,7098.882963
2025-05-01,Monthly,1275.62142,0.0,0.0,0.0,0.0,0.0,1275.62142,0.0,0.0,0.0,1226.0,0.0,4697.477955509999,0.0,5923.477955509999,6355.023000000001,0.0,-431.5450444900016,844.0763755099979
2025-06-01,Monthly,1256.3266563999996,0.0,0.0,0.0,0.0,0.0,1256.3266563999996,400.0,0.0,0.0,0.0,0.0,9330.61616,0.0,9730.61616,9149.111372520001,0.0,581.5047874799984,1837.831443879997
2025-07-01,Monthly,311.384926,0.0,0.0,0.0,0.0,0.0,311.384926,0.0,0.0,0.0,213.158,0.0,11008.6398,0.0,11221.7978,4101.66799158,0.0,7120.129808420001,7431.514734420001
2025-08-01,Monthly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.696,0.0,0.0,5800.0,0.0,14315.3784,0.0,20164.074399999998,8743.315232,0.0,11420.759167999997,11420.759167999997
2025-09-01,Monthly,79.3073,0.0,0.0,0.0,0.0,0.0,79.3073,1100.0,0.0,0.0,2713.4,0.0,24438.4,0.0,28251.8,7096.485043000001,0.0,21155.314957,21234.622257
2025-10-01,Monthly,317.501171,0.0,0.0,0.0,0.0,0.0,317.501171,0.0,0.0,0.0,0.0,0.0,11499.8525,0.0,11499.8525,17047.237743510002,0.0,-5547.385243510002,-5229.884072510002
2025-11-01,Monthly,454.07789,0.0,0.0,0.0,0.0,0.0,454.07789,200.0,0.0,0.0,200.0,0.0,18487.45,0.0,18887.45,19505.03210708001,0.0,-617.5821070800084,-163.50421708000795
2025-12-01,Monthly,829.3269200000001,0.0,0.0,0.0,0.0,0.0,829.3269200000001,150.0,0.0,0.0,3640.0,0.0,19047.2,0.0,22837.2,13227.435620810003,0.0,9609.764379189997,10439.091299189997
2026-01-01,Monthly,223.94137,0.0,0.0,0.0,0.0,0.0,223.94137,100.0,0.0,0.0,0.0,0.0,7342.25,0.0,7442.25,5119.2532016000005,0.0,2322.9967983999995,2546.9381684
2026-02-01,Monthly,217.70075,0.0,0.0,0.0,0.0,0.0,217.70075,0.0,0.0,0.0,50.0,0.0,20047.65983255,0.0,20097.65983255,10750.607000000009,0.0,9347.052832549993,9564.753582549993
2026-03-01,Monthly,2962.794229,0.0,0.0,0.0,0.0,0.0,2962.794229,0.0,0.0,0.0,1000.0,0.0,11660.4534,0.0,12660.4534,10052.70866252,0.0,2607.7447374799995,5570.53896648
2026-04-01,Monthly,1207.2150000000001,0.0,0.0,0.0,0.0,0.0,1207.2150000000001,0.0,0.0,0.0,0.0,0.0,12678.813000000002,0.0,12678.813000000002,9439.426558,0.0,3239.3864420000027,4446.601442000003
